id,name,stars,forks,watchers,open_issues,primary_language,languages_url,created_at,updated_at
28457823,freeCodeCamp,410682,39076,410682,273,TypeScript,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/languages,2014-12-24T17:49:19Z,2025-03-03T22:50:53Z
13491895,free-programming-books,351561,62907,351561,86,HTML,https://api.github.com/repos/EbookFoundation/free-programming-books/languages,2013-10-11T06:50:37Z,2025-03-03T22:50:56Z
21737465,awesome,349626,28630,349626,52,,https://api.github.com/repos/sindresorhus/awesome/languages,2014-07-11T13:42:37Z,2025-03-03T22:58:28Z
132750724,build-your-own-x,346566,32127,346566,356,Markdown,https://api.github.com/repos/codecrafters-io/build-your-own-x/languages,2018-05-09T12:03:18Z,2025-03-03T23:13:53Z
54346799,public-apis,328899,34874,328899,467,Python,https://api.github.com/repos/public-apis/public-apis/languages,2016-03-20T23:49:42Z,2025-03-03T23:09:16Z
60493101,coding-interview-university,312573,78046,312573,61,,https://api.github.com/repos/jwasham/coding-interview-university/languages,2016-06-06T02:34:12Z,2025-03-03T23:00:44Z
85077558,developer-roadmap,309438,40419,309438,173,TypeScript,https://api.github.com/repos/kamranahmedse/developer-roadmap/languages,2017-03-15T13:45:52Z,2025-03-03T22:46:46Z
83222441,system-design-primer,290710,48337,290710,481,Python,https://api.github.com/repos/donnemartin/system-design-primer/languages,2017-02-26T16:15:28Z,2025-03-03T23:07:56Z
177736533,996.ICU,270352,21124,270352,16697,,https://api.github.com/repos/996icu/996.ICU/languages,2019-03-26T07:31:14Z,2025-03-03T22:24:09Z
21289110,awesome-python,235870,25359,235870,442,Python,https://api.github.com/repos/vinta/awesome-python/languages,2014-06-27T21:00:06Z,2025-03-03T22:58:39Z
10270250,react,232828,47784,232828,950,JavaScript,https://api.github.com/repos/facebook/react/languages,2013-05-24T16:15:54Z,2025-03-03T22:36:36Z
88011908,project-based-learning,219498,28624,219498,207,,https://api.github.com/repos/practical-tutorials/project-based-learning/languages,2017-04-12T05:07:46Z,2025-03-03T22:47:02Z
36633370,awesome-selfhosted,218949,10310,218949,0,,https://api.github.com/repos/awesome-selfhosted/awesome-selfhosted/languages,2015-06-01T02:33:17Z,2025-03-03T23:20:19Z
11730342,vue,208425,33718,208425,603,TypeScript,https://api.github.com/repos/vuejs/vue/languages,2013-07-29T03:24:51Z,2025-03-03T22:44:28Z
63476337,Python,197828,46329,197828,353,Python,https://api.github.com/repos/TheAlgorithms/Python/languages,2016-07-16T09:44:01Z,2025-03-03T22:48:31Z
126577260,javascript-algorithms,190293,30509,190293,357,JavaScript,https://api.github.com/repos/trekhleb/javascript-algorithms/languages,2018-03-24T07:47:04Z,2025-03-03T22:49:18Z
2325298,linux,188922,55331,188922,447,C,https://api.github.com/repos/torvalds/linux/languages,2011-09-04T22:48:12Z,2025-03-03T22:57:38Z
45717250,tensorflow,188354,74560,188354,7380,C++,https://api.github.com/repos/tensorflow/tensorflow/languages,2015-11-07T01:19:20Z,2025-03-03T23:16:55Z
14440270,You-Dont-Know-JS,181187,33595,181187,126,,https://api.github.com/repos/getify/You-Dont-Know-JS/languages,2013-11-16T02:37:24Z,2025-03-03T22:37:42Z
121395510,CS-Notes,179173,51207,179173,213,,https://api.github.com/repos/CyC2018/CS-Notes/languages,2018-02-13T14:56:24Z,2025-03-03T22:38:57Z
291137,ohmyzsh,176440,26014,176440,477,Shell,https://api.github.com/repos/ohmyzsh/ohmyzsh/languages,2009-08-28T18:15:37Z,2025-03-03T22:53:04Z
19415064,computer-science,176064,22349,176064,13,,https://api.github.com/repos/ossu/computer-science/languages,2014-05-04T00:18:39Z,2025-03-03T22:45:38Z
614765452,AutoGPT,172123,45189,172123,214,Python,https://api.github.com/repos/Significant-Gravitas/AutoGPT/languages,2023-03-16T09:21:07Z,2025-03-03T22:13:53Z
2126244,bootstrap,171678,79045,171678,665,JavaScript,https://api.github.com/repos/twbs/bootstrap/languages,2011-07-29T21:19:00Z,2025-03-03T22:59:38Z
31792824,flutter,168941,28120,168941,13224,Dart,https://api.github.com/repos/flutter/flutter/languages,2015-03-06T22:54:58Z,2025-03-03T23:14:24Z
41881900,vscode,168018,30786,168018,9366,TypeScript,https://api.github.com/repos/microsoft/vscode/languages,2015-09-03T20:23:38Z,2025-03-03T23:19:01Z
1062897,gitignore,164784,83107,164784,500,,https://api.github.com/repos/github/gitignore/languages,2010-11-08T20:17:14Z,2025-03-03T21:50:53Z
123458551,Python-100-Days,161544,53034,161544,700,Jupyter Notebook,https://api.github.com/repos/jackfrued/Python-100-Days/languages,2018-03-01T16:05:52Z,2025-03-03T23:19:01Z
138393139,the-book-of-secret-knowledge,159627,10063,159627,89,,https://api.github.com/repos/trimstray/the-book-of-secret-knowledge/languages,2018-06-23T10:43:14Z,2025-03-03T22:59:13Z
35955666,the-art-of-command-line,154933,14595,154933,246,,https://api.github.com/repos/jlevy/the-art-of-command-line/languages,2015-05-20T15:11:03Z,2025-03-03T22:49:51Z
