id,name,stars,forks,watchers,open_issues,primary_language,languages_url,created_at,updated_at
137451403,nacos,30924,12964,30924,243,Java,https://api.github.com/repos/alibaba/nacos/languages,2018-06-15T06:49:27Z,2025-03-03T21:05:59Z
50565430,pnpm,30913,1068,30913,1790,TypeScript,https://api.github.com/repos/pnpm/pnpm/languages,2016-01-28T07:40:43Z,2025-03-03T21:25:14Z
84811466,Blog,30905,4697,30905,242,,https://api.github.com/repos/mqyqingfeng/Blog/languages,2017-03-13T10:04:33Z,2025-03-03T06:19:28Z
84533158,pytorch-tutorial,30889,8178,30889,87,Python,https://api.github.com/repos/yunjey/pytorch-tutorial/languages,2017-03-10T07:41:47Z,2025-03-03T23:05:54Z
307489284,remix,30836,2600,30836,360,TypeScript,https://api.github.com/repos/remix-run/remix/languages,2020-10-26T19:57:28Z,2025-03-03T21:03:11Z
615869301,LocalAI,30783,2323,30783,426,Go,https://api.github.com/repos/mudler/LocalAI/languages,2023-03-18T22:58:02Z,2025-03-03T22:40:43Z
59435364,outline,30775,2440,30775,115,TypeScript,https://api.github.com/repos/outline/outline/languages,2016-05-22T21:31:47Z,2025-03-03T22:27:04Z
54994103,floating-ui,30754,1629,30754,40,TypeScript,https://api.github.com/repos/floating-ui/floating-ui/languages,2016-03-29T17:00:47Z,2025-03-03T20:36:02Z
45055693,etcher,30738,2177,30738,524,TypeScript,https://api.github.com/repos/balena-io/etcher/languages,2015-10-27T16:53:23Z,2025-03-03T22:33:56Z
172227885,full-stack-fastapi-template,30711,5621,30711,185,TypeScript,https://api.github.com/repos/fastapi/full-stack-fastapi-template/languages,2019-02-23T15:08:34Z,2025-03-03T23:11:52Z
49122742,WxJava,30637,8785,30637,36,Java,https://api.github.com/repos/binarywang/WxJava/languages,2016-01-06T08:24:05Z,2025-03-03T20:05:56Z
2329766,dotfiles,30613,8725,30613,192,Shell,https://api.github.com/repos/mathiasbynens/dotfiles/languages,2011-09-05T18:07:54Z,2025-03-03T20:11:55Z
486418532,winutil,30609,1741,30609,198,PowerShell,https://api.github.com/repos/ChrisTitusTech/winutil/languages,2022-04-28T02:25:19Z,2025-03-03T22:47:32Z
95189138,p3c,30582,8060,30582,187,Kotlin,https://api.github.com/repos/alibaba/p3c/languages,2017-06-23T06:15:51Z,2025-03-03T16:07:01Z
16563587,cockroach,30564,3860,30564,6980,Go,https://api.github.com/repos/cockroachdb/cockroach/languages,2014-02-06T00:18:47Z,2025-03-03T23:01:40Z
31504491,echo,30548,2255,30548,83,Go,https://api.github.com/repos/labstack/echo/languages,2015-03-01T17:43:01Z,2025-03-03T18:48:33Z
181461073,v2ray-core,30526,4753,30526,44,Go,https://api.github.com/repos/v2fly/v2ray-core/languages,2019-04-15T10:05:54Z,2025-03-03T19:59:01Z
158703981,libpku,30525,8250,30525,14,TeX,https://api.github.com/repos/lib-pku/libpku/languages,2018-11-22T13:33:06Z,2025-03-03T18:53:33Z
74962515,CyberChef,30466,3393,30466,509,JavaScript,https://api.github.com/repos/gchq/CyberChef/languages,2016-11-28T10:34:07Z,2025-03-03T21:49:28Z
61412022,slate,30441,3282,30441,687,TypeScript,https://api.github.com/repos/ianstormtaylor/slate/languages,2016-06-18T01:52:42Z,2025-03-03T22:38:57Z
2810292,rufus,30430,2689,30430,9,C,https://api.github.com/repos/pbatard/rufus/languages,2011-11-19T19:12:05Z,2025-03-03T22:47:54Z
302603001,YesPlayMusic,30425,4466,30425,600,Vue,https://api.github.com/repos/qier222/YesPlayMusic/languages,2020-10-09T10:04:21Z,2025-03-03T19:57:21Z
145670234,mmdetection,30413,9569,30413,1880,Python,https://api.github.com/repos/open-mmlab/mmdetection/languages,2018-08-22T07:06:06Z,2025-03-03T19:13:35Z
72907253,spring-boot-examples,30399,12341,30399,15,Java,https://api.github.com/repos/ityouknow/spring-boot-examples/languages,2016-11-05T05:32:33Z,2025-03-03T20:48:06Z
102578345,lede,30397,19577,30397,748,C,https://api.github.com/repos/coolsnowwolf/lede/languages,2017-09-06T07:39:03Z,2025-03-03T21:34:19Z
28751632,linux-insides,30381,3380,30381,43,Python,https://api.github.com/repos/0xAX/linux-insides/languages,2015-01-03T18:44:57Z,2025-03-03T14:13:58Z
265122478,manim,30310,2123,30310,492,Python,https://api.github.com/repos/ManimCommunity/manim/languages,2020-05-19T02:37:13Z,2025-03-03T23:06:08Z
61715431,NeteaseCloudMusicApi,30310,15815,30310,147,,https://api.github.com/repos/Binaryify/NeteaseCloudMusicApi/languages,2016-06-22T11:58:03Z,2025-03-03T08:47:33Z
