id,name,stars,forks,watchers,open_issues,primary_language,languages_url,created_at,updated_at
3955647,lodash,60197,7063,60197,89,JavaScript,https://api.github.com/repos/lodash/lodash/languages,2012-04-07T04:11:46Z,2025-03-04T21:43:49Z
261787758,design-resources-for-developers,60052,11654,60052,0,,https://api.github.com/repos/bradtraversy/design-resources-for-developers/languages,2020-05-06T14:40:35Z,2025-03-04T21:14:36Z
455229168,immich,60052,3164,60052,492,TypeScript,https://api.github.com/repos/immich-app/immich/languages,2022-02-03T15:56:27Z,2025-03-04T22:00:07Z
128398636,architect-awesome,60041,17805,60041,66,,https://api.github.com/repos/xingshaocheng/architect-awesome/languages,2018-04-06T13:30:58Z,2025-03-04T19:10:10Z
3402537,Front-end-Developer-Interview-Questions,60040,11080,60040,42,Nunjucks,https://api.github.com/repos/h5bp/Front-end-Developer-Interview-Questions/languages,2012-02-09T23:34:10Z,2025-03-04T21:49:34Z
4311796,markdown-here,59825,11229,59825,321,JavaScript,https://api.github.com/repos/adam-p/markdown-here/languages,2012-05-13T03:27:22Z,2025-03-04T14:48:14Z
21737266,awesome-nodejs,59793,5895,59793,18,,https://api.github.com/repos/sindresorhus/awesome-nodejs/languages,2014-07-11T13:35:34Z,2025-03-04T21:49:16Z
167174,jquery,59422,20576,59422,90,JavaScript,https://api.github.com/repos/jquery/jquery/languages,2009-04-03T15:20:14Z,2025-03-04T16:13:20Z
26689598,awesome-courses,59250,8186,59250,56,,https://api.github.com/repos/prakhar1989/awesome-courses/languages,2014-11-15T18:36:49Z,2025-03-04T21:18:58Z
54544023,new-pac,59069,9768,59069,421,Python,https://api.github.com/repos/Alvin9999/new-pac/languages,2016-03-23T08:43:36Z,2025-03-04T22:01:54Z
290091948,annotated_deep_learning_paper_implementations,58932,5986,58932,34,Python,https://api.github.com/repos/labmlai/annotated_deep_learning_paper_implementations/languages,2020-08-25T02:29:34Z,2025-03-04T19:42:54Z
460078,angular.js,58746,27435,58746,463,JavaScript,https://api.github.com/repos/angular/angular.js/languages,2010-01-06T00:34:37Z,2025-03-04T17:37:14Z
7600409,shadowsocks-windows,58642,16372,58642,190,C#,https://api.github.com/repos/shadowsocks/shadowsocks-windows/languages,2013-01-14T07:54:16Z,2025-03-04T16:04:57Z
94911145,docusaurus,58615,8837,58615,335,TypeScript,https://api.github.com/repos/facebook/docusaurus/languages,2017-06-20T16:13:53Z,2025-03-04T21:50:15Z
666299222,open-interpreter,58537,4996,58537,248,Python,https://api.github.com/repos/OpenInterpreter/open-interpreter/languages,2023-07-14T07:10:44Z,2025-03-04T16:49:51Z
578822531,localsend,58392,3136,58392,602,Dart,https://api.github.com/repos/localsend/localsend/languages,2022-12-16T00:46:07Z,2025-03-04T21:15:30Z
163883279,act,58195,1472,58195,213,Go,https://api.github.com/repos/nektos/act/languages,2019-01-02T19:53:43Z,2025-03-04T21:20:38Z
71948498,localstack,57897,4093,57897,328,Python,https://api.github.com/repos/localstack/localstack/languages,2016-10-25T23:48:03Z,2025-03-04T21:12:20Z
51980455,alacritty,57866,3075,57866,328,Rust,https://api.github.com/repos/alacritty/alacritty/languages,2016-02-18T05:02:30Z,2025-03-04T20:39:33Z
601538369,llama,57795,9715,57795,472,Python,https://api.github.com/repos/meta-llama/llama/languages,2023-02-14T09:29:12Z,2025-03-04T20:59:33Z
290882787,fuel-core,57773,2835,57773,176,Rust,https://api.github.com/repos/FuelLabs/fuel-core/languages,2020-08-27T21:12:14Z,2025-03-04T21:51:46Z
6838921,prometheus,57493,9393,57493,752,Go,https://api.github.com/repos/prometheus/prometheus/languages,2012-11-24T11:14:12Z,2025-03-04T21:09:34Z
1148753,spring-framework,57467,38392,57467,283,Java,https://api.github.com/repos/spring-projects/spring-framework/languages,2010-12-08T04:04:45Z,2025-03-04T19:28:23Z
134017286,lazygit,57357,1973,57357,802,Go,https://api.github.com/repos/jesseduffield/lazygit/languages,2018-05-19T00:53:06Z,2025-03-04T21:34:38Z
643445235,lobe-chat,56958,12127,56958,628,TypeScript,https://api.github.com/repos/lobehub/lobe-chat/languages,2023-05-21T07:19:12Z,2025-03-04T21:19:50Z
486550,html5-boilerplate,56814,12266,56814,16,JavaScript,https://api.github.com/repos/h5bp/html5-boilerplate/languages,2010-01-24T18:03:24Z,2025-03-04T21:14:32Z
42489829,rustlings,56710,10449,56710,52,Rust,https://api.github.com/repos/rust-lang/rustlings/languages,2015-09-15T02:25:18Z,2025-03-04T21:31:24Z
27574418,nerd-fonts,56635,3711,56635,20,CSS,https://api.github.com/repos/ryanoasis/nerd-fonts/languages,2014-12-05T04:31:17Z,2025-03-04T19:57:14Z
8514,rails,56539,21795,56539,1286,Ruby,https://api.github.com/repos/rails/rails/languages,2008-04-11T02:19:47Z,2025-03-04T15:29:07Z
71995937,nuxt,56333,5164,56333,900,TypeScript,https://api.github.com/repos/nuxt/nuxt/languages,2016-10-26T11:18:47Z,2025-03-04T21:32:17Z
36040894,gatsby,55764,10295,55764,407,JavaScript,https://api.github.com/repos/gatsbyjs/gatsby/languages,2015-05-21T22:43:05Z,2025-03-04T17:40:12Z
138839979,DeepLearning-500-questions,55504,15942,55504,120,JavaScript,https://api.github.com/repos/scutan90/DeepLearning-500-questions/languages,2018-06-27T06:36:45Z,2025-03-04T19:49:40Z
635240594,private-gpt,55354,7421,55354,260,Python,https://api.github.com/repos/zylon-ai/private-gpt/languages,2023-05-02T09:15:31Z,2025-03-04T21:52:39Z
5483330,you-get,55220,9724,55220,383,Python,https://api.github.com/repos/soimort/you-get/languages,2012-08-20T15:53:36Z,2025-03-04T15:36:23Z
