name,stars,forks,watchers,open_issues,primary_language,languages,created_at,updated_at
flask,68959,16315,68959,10,Python,"['Python', 'HTML', 'Shell', 'CSS']",2010-04-06T11:11:59Z,2025-03-03T20:46:21Z
screenshot-to-code,68796,8450,68796,118,Python,"['Python', 'TypeScript', 'JavaScript', 'CSS', 'HTML', 'Dockerfile']",2023-11-14T17:53:32Z,2025-03-03T20:36:09Z
hoppscotch,68702,4710,68702,561,TypeScript,"['TypeScript', 'Vue', 'JavaScript', 'Rust', 'SCSS', 'Handlebars', 'Dockerfile', 'Nix', 'HTML', 'Shell', 'CSS']",2019-08-21T13:15:24Z,2025-03-03T21:46:46Z
node,68555,2659,68555,54,Shell,"['Shell', 'Dockerfile']",2023-02-01T13:55:02Z,2025-03-02T15:13:36Z
reveal.js,68437,16670,68437,853,JavaScript,"['JavaScript', 'HTML', 'SCSS', 'CSS']",2011-06-07T18:54:22Z,2025-03-03T20:48:49Z
fzf,68389,2469,68389,294,Go,"['Go', 'Ruby', 'Shell', 'Vim Script', 'Makefile', 'PowerShell', 'Dockerfile']",2013-10-23T16:04:23Z,2025-03-03T21:38:23Z
cs-video-courses,68231,9229,68231,2,,[],2016-10-21T17:02:11Z,2025-03-03T20:10:39Z
swift,68187,10428,68187,8043,C++,"['C++', 'Swift', 'C', 'Python', 'CMake', 'Objective-C', 'Shell', 'Objective-C++', 'PowerShell', 'LLVM', 'Emacs Lisp', 'Vim Script', 'Assembly', 'Batchfile', 'DTrace', 'Roff', 'Makefile', 'Ruby', 'Awk', 'MATLAB']",2015-10-23T21:15:07Z,2025-03-03T19:54:48Z
redis,68182,23912,68182,2544,C,"['C', 'Tcl', 'Python', 'Makefile', 'Shell', 'Ruby', 'C++', 'Smarty', 'JavaScript']",2009-03-21T22:32:25Z,2025-03-03T19:05:40Z
syncthing,68022,4416,68022,408,Go,"['Go', 'HTML', 'JavaScript', 'TypeScript', 'Shell', 'CSS', 'SCSS', 'Dockerfile', 'Ruby', 'PowerShell', 'Batchfile']",2013-11-26T09:48:21Z,2025-03-03T19:24:47Z
gpt_academic,67772,8310,67772,265,Python,"['Python', 'JavaScript', 'HTML', 'CSS', 'Dockerfile']",2023-03-20T09:05:13Z,2025-03-03T18:03:58Z
awesome-machine-learning,67103,14804,67103,0,Python,['Python'],2014-07-15T19:11:19Z,2025-03-03T21:12:21Z
awesome-react,67032,7298,67032,14,,[],2014-08-06T05:31:44Z,2025-03-03T20:57:28Z
grafana,66772,12436,66772,4194,TypeScript,"['TypeScript', 'Go', 'Rich Text Format', 'HTML', 'CUE', 'JavaScript', 'MDX', 'Shell', 'Starlark', 'SCSS', 'Jsonnet', 'Makefile', 'Python', 'Dockerfile', 'Jinja', 'HCL', 'CSS', 'Mustache', 'Smarty', 'PowerShell', 'Assembly']",2013-12-11T15:59:56Z,2025-03-03T21:22:07Z
protobuf,66731,15629,66731,270,C++,"['C++', 'C#', 'Java', 'C', 'Objective-C', 'Python', 'Starlark', 'PHP', 'Rust', 'Ruby', 'CMake', 'Kotlin', 'Shell', 'NASL', 'Lua', 'Swift', 'Emacs Lisp', 'Vim Script', 'Dart', 'Batchfile', 'Pawn', 'Objective-C++', 'PowerShell', 'Awk', 'Makefile', 'M4', 'RenderScript']",2014-08-26T15:52:15Z,2025-03-03T19:12:56Z
express,66407,17722,66407,180,JavaScript,"['JavaScript', 'Makefile', 'Shell']",2009-06-26T18:56:01Z,2025-03-03T20:45:34Z
d2l-zh,66323,11297,66323,103,Python,"['Python', 'HTML', 'TeX', 'Shell']",2017-08-23T04:40:24Z,2025-03-03T18:52:51Z
Best-websites-a-programmer-should-visit,66146,8067,66146,932,,[],2017-03-05T20:25:17Z,2025-03-03T20:34:07Z
cpython,65560,31236,65560,9016,Python,"['Python', 'C', 'C++', 'M4', 'HTML', 'Batchfile', 'Shell', 'Roff', 'Makefile', 'Objective-C', 'Common Lisp', 'PLSQL', 'PowerShell', 'Rich Text Format', 'JavaScript', 'Kotlin', 'Assembly', 'DTrace', 'CSS', 'XSLT', 'CMake', 'VBScript']",2017-02-10T19:23:51Z,2025-03-03T20:52:03Z
Chart.js,65416,11933,65416,465,JavaScript,"['JavaScript', 'TypeScript', 'Shell', 'HTML']",2013-03-17T23:56:36Z,2025-03-03T20:16:54Z
uptime-kuma,65321,5769,65321,829,JavaScript,"['JavaScript', 'Vue', 'TypeScript', 'SCSS', 'Dockerfile', 'Go', 'Shell', 'HTML', 'Java', 'C#', 'PowerShell', 'PHP', 'Python']",2021-07-03T01:02:42Z,2025-03-03T21:38:00Z
strapi,65262,8371,65262,1016,TypeScript,"['TypeScript', 'JavaScript', 'Handlebars', 'Shell', 'MDX', 'HTML']",2015-09-30T15:34:48Z,2025-03-03T21:49:29Z
Ventoy,65246,4198,65246,883,C,"['C', 'Shell', 'HTML', 'C++', 'CSS', 'Makefile', 'JavaScript', 'M4', 'Roff', 'Python', 'DenizenScript', 'Assembly', 'QMake', 'Perl', 'SCSS', 'Dockerfile']",2020-03-10T15:19:19Z,2025-03-03T21:44:43Z
webpack,65084,8977,65084,240,JavaScript,"['JavaScript', 'CSS', 'TypeScript', 'WebAssembly', 'Less', 'CoffeeScript', 'HTML', 'Pug', 'SCSS']",2012-03-10T10:08:14Z,2025-03-03T17:56:53Z
tesseract,65002,9710,65002,436,C++,"['C++', 'Java', 'Makefile', 'CMake', 'NSIS', 'C', 'Shell', 'M4', 'Python']",2014-08-12T18:04:59Z,2025-03-03T21:46:12Z
superset,64769,14602,64769,1138,TypeScript,"['TypeScript', 'Python', 'Jupyter Notebook', 'JavaScript', 'HTML', 'Shell', 'Less', 'Dockerfile', 'Jinja', 'Smarty', 'CSS', 'Makefile', 'Pug', 'Mako']",2015-07-21T18:55:34Z,2025-03-03T21:52:02Z
33-js-concepts,64756,9065,64756,83,JavaScript,['JavaScript'],2018-09-04T13:27:04Z,2025-03-03T20:26:19Z
ansible,64207,23986,64207,848,Python,"['Python', 'PowerShell', 'Shell', 'C#', 'Jinja', 'Go', 'Roff', 'Batchfile']",2012-03-06T14:58:02Z,2025-03-03T20:57:20Z
n8n,64156,15214,64156,727,TypeScript,"['TypeScript', 'Vue', 'SCSS', 'JavaScript', 'Handlebars', 'HTML', 'Dockerfile', 'HCL', 'Shell', 'Rich Text Format', 'Batchfile', 'CSS']",2019-06-22T09:24:21Z,2025-03-03T21:44:10Z
interviews,63977,12913,63977,111,Java,['Java'],2017-02-14T18:19:25Z,2025-03-03T21:13:43Z
gpt4free,63747,13563,63747,47,Python,"['Python', 'JavaScript', 'HTML', 'CSS', 'Dockerfile', 'Shell']",2023-03-29T17:00:43Z,2025-03-03T20:46:38Z
PayloadsAllTheThings,63604,15067,63604,16,Python,"['Python', 'Ruby', 'ASP.NET', 'XSLT', 'Classic ASP', 'PHP', 'Jupyter Notebook', 'CSS', 'HTML', 'JavaScript', 'Shell', 'Hack']",2016-10-18T07:29:07Z,2025-03-03T20:48:45Z
imgui,63543,10630,63543,1096,C++,"['C++', 'C', 'Objective-C++', 'Objective-C', 'GLSL', 'GDB', 'Shell']",2014-07-21T14:29:47Z,2025-03-03T20:59:09Z
javascript-questions,63500,9027,63500,38,,[],2019-06-12T08:26:27Z,2025-03-03T21:02:16Z
the-algorithm,62975,12171,62975,454,Scala,"['Scala', 'Java', 'Starlark', 'Python', 'Thrift', 'C++', 'Rust', 'C', 'Shell', 'CMake', 'Dockerfile']",2023-03-27T14:57:57Z,2025-03-03T20:06:03Z
sherlock,62780,7239,62780,195,Python,"['Python', 'Dockerfile']",2018-12-24T14:30:48Z,2025-03-03T21:51:37Z
keras,62638,19530,62638,256,Python,"['Python', 'Shell']",2015-03-28T00:35:42Z,2025-03-03T20:47:28Z
obs-studio,62582,8220,62582,878,C,"['C', 'C++', 'CMake', 'Objective-C', 'Objective-C++', 'M', 'Swift', 'Lua', 'Shell', 'Python', 'SWIG', 'Batchfile', 'AppleScript']",2013-10-01T02:40:31Z,2025-03-03T21:13:42Z
sway,62433,5386,62433,868,Rust,"['Rust', 'Sway', 'LLVM', 'CSS', 'JavaScript', 'Shell', 'Dockerfile']",2021-01-19T20:54:33Z,2025-03-03T12:25:06Z
resume.github.com,62278,1355,62278,67,JavaScript,"['JavaScript', 'HTML', 'CSS', 'Ruby']",2011-02-06T13:39:55Z,2025-03-03T19:11:10Z
tabby,62222,3512,62222,2191,TypeScript,"['TypeScript', 'Pug', 'SCSS', 'JavaScript', 'C++', 'Batchfile', 'C', 'CSS', 'Lua', 'Shell', 'NSIS']",2016-12-23T09:06:10Z,2025-03-03T21:23:57Z
awesome-public-datasets,62210,10034,62210,131,,[],2014-11-20T06:20:50Z,2025-03-03T21:09:45Z
awesome-cpp,62129,7920,62129,413,,[],2014-07-17T08:51:11Z,2025-03-03T20:58:10Z
openai-cookbook,62075,10010,62075,62,MDX,['MDX'],2022-03-11T02:08:53Z,2025-03-03T21:33:52Z
caddy,62020,4191,62020,163,Go,"['Go', 'HTML', 'Shell']",2015-01-13T19:45:03Z,2025-03-03T21:06:23Z
echarts,62007,19699,62007,2153,TypeScript,"['TypeScript', 'JavaScript', 'Smarty', 'HTML', 'Shell']",2013-04-03T03:18:59Z,2025-03-03T21:52:24Z
socket.io,61707,10136,61707,185,TypeScript,"['TypeScript', 'JavaScript', 'Shell', 'HTML', 'CSS']",2010-03-11T18:24:48Z,2025-03-03T21:37:47Z
nocode,61653,4720,61653,4506,Dockerfile,['Dockerfile'],2018-02-06T23:54:00Z,2025-03-03T21:39:55Z
scikit-learn,61304,25641,61304,2147,Python,"['Python', 'Cython', 'C++', 'Shell', 'C', 'Meson', 'CSS', 'JavaScript', 'Makefile']",2010-08-17T09:43:38Z,2025-03-03T18:50:18Z
SecLists,61145,24170,61145,5,PHP,"['PHP', 'Python', 'Classic ASP', 'Shell', 'Perl', 'Java', 'ASP.NET', 'ColdFusion', 'HTML', 'C', 'Awk', 'Makefile', 'Hack']",2012-02-19T01:30:18Z,2025-03-03T21:51:13Z
redux,61090,15260,61090,40,TypeScript,"['TypeScript', 'JavaScript', 'CSS']",2015-05-29T23:53:15Z,2025-03-03T20:35:43Z
AppFlowy,61032,4078,61032,909,Dart,"['Dart', 'Rust', 'C++', 'Shell', 'CMake', 'HTML', 'Ruby', 'Swift', 'C', 'Java', 'Batchfile', 'Kotlin', 'Dockerfile', 'Objective-C', 'Inno Setup', 'JavaScript', 'Makefile', 'RenderScript']",2021-06-16T12:56:48Z,2025-03-03T21:29:37Z
Java,60951,19711,60951,7,Java,"['Java', 'Dockerfile']",2016-07-16T10:21:02Z,2025-03-03T20:17:55Z
cs-self-learning,60766,7112,60766,118,HTML,['HTML'],2021-10-20T13:43:42Z,2025-03-03T16:34:15Z
Apollo-11,60761,7154,60761,125,Assembly,['Assembly'],2014-04-03T15:45:02Z,2025-03-03T20:13:38Z
awesome-scalability,60719,6165,60719,18,,[],2017-12-27T03:46:40Z,2025-03-03T19:21:25Z
atom,60339,17377,60339,994,JavaScript,"['JavaScript', 'Less', 'CoffeeScript', 'Shell', 'Batchfile', 'Dockerfile', 'HTML', 'EJS']",2012-01-20T18:18:21Z,2025-03-03T21:25:41Z
lodash,60194,7061,60194,89,JavaScript,"['JavaScript', 'HTML', 'EJS']",2012-04-07T04:11:46Z,2025-03-03T16:28:41Z
architect-awesome,60038,17807,60038,66,,[],2018-04-06T13:30:58Z,2025-03-03T20:48:33Z
design-resources-for-developers,60037,11653,60037,0,,[],2020-05-06T14:40:35Z,2025-03-03T21:08:58Z
Front-end-Developer-Interview-Questions,60021,11078,60021,42,Nunjucks,"['Nunjucks', 'CSS', 'JavaScript']",2012-02-09T23:34:10Z,2025-03-03T21:13:58Z
markdown-here,59822,11228,59822,320,JavaScript,"['JavaScript', 'CSS', 'HTML', 'Makefile']",2012-05-13T03:27:22Z,2025-03-03T20:46:38Z
awesome-nodejs,59768,5895,59768,18,,[],2014-07-11T13:35:34Z,2025-03-03T20:26:38Z
immich,59642,3144,59642,490,TypeScript,"['TypeScript', 'Dart', 'Svelte', 'Python', 'Swift', 'JavaScript', 'Kotlin', 'Shell', 'Mustache', 'C++', 'Dockerfile', 'Ruby', 'HTML', 'HCL', 'CSS', 'Makefile', 'Objective-C']",2022-02-03T15:56:27Z,2025-03-03T21:53:04Z
jquery,59422,20578,59422,90,JavaScript,"['JavaScript', 'HTML', 'PHP', 'CSS', 'Shell']",2009-04-03T15:20:14Z,2025-03-03T15:16:44Z
awesome-courses,59230,8184,59230,56,,[],2014-11-15T18:36:49Z,2025-03-03T18:53:41Z
new-pac,59048,9764,59048,421,Python,['Python'],2016-03-23T08:43:36Z,2025-03-03T21:51:21Z
annotated_deep_learning_paper_implementations,58911,5985,58911,34,Python,"['Python', 'Jupyter Notebook', 'Makefile']",2020-08-25T02:29:34Z,2025-03-03T17:09:50Z
angular.js,58748,27434,58748,463,JavaScript,"['JavaScript', 'HTML', 'Shell', 'BitBake', 'CSS']",2010-01-06T00:34:37Z,2025-03-03T18:17:34Z
shadowsocks-windows,58636,16370,58636,190,C#,"['C#', 'JavaScript', 'Shell']",2013-01-14T07:54:16Z,2025-03-03T19:54:01Z
docusaurus,58582,8835,58582,334,TypeScript,"['TypeScript', 'CSS', 'JavaScript', 'XSLT', 'AppleScript', 'EJS']",2017-06-20T16:13:53Z,2025-03-03T20:55:11Z
open-interpreter,58526,4997,58526,247,Python,"['Python', 'PowerShell', 'Shell', 'Dockerfile']",2023-07-14T07:10:44Z,2025-03-03T21:10:58Z
localsend,58358,3132,58358,601,Dart,"['Dart', 'C++', 'Swift', 'Inno Setup', 'CMake', 'Kotlin', 'PowerShell', 'Shell', 'HTML', 'JavaScript', 'Ruby', 'C', 'Objective-C']",2022-12-16T00:46:07Z,2025-03-03T21:18:56Z
act,58158,1471,58158,213,Go,"['Go', 'JavaScript', 'Shell', 'Makefile']",2019-01-02T19:53:43Z,2025-03-03T21:39:57Z
localstack,57881,4089,57881,326,Python,"['Python', 'Makefile', 'Shell', 'ANTLR', 'JavaScript', 'Java', 'Jinja', 'Dockerfile', 'HCL', 'HTML', 'C#', 'Rust', 'Go', 'Ruby', 'Batchfile']",2016-10-25T23:48:03Z,2025-03-03T21:07:27Z
alacritty,57841,3075,57841,329,Rust,"['Rust', 'Shell', 'GLSL', 'Makefile']",2016-02-18T05:02:30Z,2025-03-03T20:50:04Z
llama,57781,9715,57781,471,Python,"['Python', 'Shell']",2023-02-14T09:29:12Z,2025-03-03T21:09:15Z
fuel-core,57774,2836,57774,178,Rust,"['Rust', 'Dockerfile', 'Shell']",2020-08-27T21:12:14Z,2025-03-03T21:49:16Z
prometheus,57479,9390,57479,756,Go,"['Go', 'TypeScript', 'Yacc', 'Shell', 'SCSS', 'CSS', 'JavaScript', 'Makefile', 'Lex', 'HTML', 'Dockerfile']",2012-11-24T11:14:12Z,2025-03-03T19:52:59Z
spring-framework,57457,38390,57457,282,Java,"['Java', 'Kotlin', 'AspectJ', 'FreeMarker', 'Groovy', 'XSLT', 'HTML', 'Ruby', 'CSS', 'Shell', 'Smarty', 'PLpgSQL', 'JavaScript', 'Python']",2010-12-08T04:04:45Z,2025-03-03T20:46:33Z
lazygit,57310,1971,57310,804,Go,"['Go', 'Shell', 'Makefile', 'Dockerfile']",2018-05-19T00:53:06Z,2025-03-03T20:39:37Z
lobe-chat,56835,12105,56835,615,TypeScript,"['TypeScript', 'HTML', 'Shell', 'JavaScript', 'MDX', 'Dockerfile', 'CSS', 'TeX']",2023-05-21T07:19:12Z,2025-03-03T21:23:48Z
html5-boilerplate,56807,12266,56807,17,JavaScript,"['JavaScript', 'HTML']",2010-01-24T18:03:24Z,2025-03-03T19:43:47Z
rustlings,56684,10449,56684,52,Rust,"['Rust', 'Shell']",2015-09-15T02:25:18Z,2025-03-03T20:53:26Z
nerd-fonts,56613,3709,56613,20,CSS,"['CSS', 'Shell', 'Python', 'PowerShell', 'Dockerfile']",2014-12-05T04:31:17Z,2025-03-03T20:32:51Z
rails,56534,21795,56534,1285,Ruby,"['Ruby', 'JavaScript', 'HTML', 'SCSS', 'CSS', 'Dockerfile', 'Shell']",2008-04-11T02:19:47Z,2025-03-03T21:15:55Z
nuxt,56310,5159,56310,900,TypeScript,"['TypeScript', 'HTML', 'JavaScript', 'Vue', 'Shell', 'Dockerfile']",2016-10-26T11:18:47Z,2025-03-03T21:28:14Z
gatsby,55761,10294,55761,407,JavaScript,"['JavaScript', 'TypeScript', 'CSS', 'HTML', 'MDX', 'Shell', 'Dockerfile', 'PHP', 'EJS', 'Python', 'Less', 'SCSS', 'Stylus']",2015-05-21T22:43:05Z,2025-03-03T11:09:18Z
DeepLearning-500-questions,55486,15942,55486,120,JavaScript,"['JavaScript', 'HTML']",2018-06-27T06:36:45Z,2025-03-03T20:05:13Z
private-gpt,55344,7420,55344,260,Python,"['Python', 'MDX', 'Makefile']",2023-05-02T09:15:31Z,2025-03-03T21:46:55Z
you-get,55200,9723,55200,383,Python,"['Python', 'Shell', 'Makefile']",2012-08-20T15:53:36Z,2025-03-03T20:55:51Z
leetcode,55100,9477,55100,11,JavaScript,"['JavaScript', 'Python', 'Ruby']",2018-03-30T09:13:51Z,2025-03-03T15:54:33Z
ghidra,55047,6172,55047,1710,Java,"['Java', 'C++', 'HTML', 'C', 'Python', 'Shell', 'Yacc', 'Xtend', 'GAP', 'Assembly', 'Batchfile', 'TeX', 'Go', 'Hack', 'Objective-C', 'Lex', 'CSS', 'Makefile', 'XSLT', 'GDB', 'Haskell', 'Lua', 'Pawn']",2019-03-01T03:27:48Z,2025-03-03T21:04:23Z
zed,55013,3634,55013,2913,Rust,"['Rust', 'Scheme', 'Shell', 'JavaScript', 'Metal', 'Rich Text Format', 'WGSL', 'Swift', 'Python', 'Nix', 'Handlebars', 'PowerShell', 'TypeScript', 'Objective-C', 'Procfile', 'C', 'RenderScript']",2021-02-20T03:01:06Z,2025-03-03T21:44:44Z
awesome-flutter,54958,6726,54958,24,Dart,['Dart'],2017-05-07T11:45:27Z,2025-03-03T17:38:38Z
scrapy,54411,10682,54411,619,Python,"['Python', 'HTML', 'Roff', 'Shell']",2010-02-22T02:01:14Z,2025-03-03T21:13:34Z
awesome-chatgpt-prompts-zh,54396,13584,54396,41,,[],2022-12-12T01:55:03Z,2025-03-03T19:43:45Z
leetcode-master,54355,11850,54355,216,Shell,['Shell'],2019-12-14T12:05:42Z,2025-03-03T20:56:16Z
face_recognition,54252,13559,54252,796,Python,"['Python', 'Dockerfile', 'Makefile']",2017-03-03T21:52:39Z,2025-03-03T17:06:56Z
element,54192,14640,54192,2886,Vue,"['Vue', 'JavaScript', 'SCSS', 'Shell', 'Makefile']",2016-09-03T06:19:26Z,2025-03-03T02:46:46Z
react-router,54189,10472,54189,269,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'Shell']",2014-05-16T22:22:51Z,2025-03-03T20:58:12Z
tldr,53903,4356,53903,231,Markdown,"['Markdown', 'Python', 'Shell', 'JavaScript', 'CSS']",2013-12-08T07:34:43Z,2025-03-03T21:39:22Z
Prompt-Engineering-Guide,53810,5252,53810,187,MDX,"['MDX', 'Jupyter Notebook', 'TypeScript', 'JavaScript', 'CSS']",2022-12-16T16:04:50Z,2025-03-03T21:50:46Z
git,53717,25950,53717,213,C,"['C', 'Shell', 'Perl', 'Tcl', 'Python', 'Makefile', 'Meson', 'JavaScript', 'CMake', 'M4', 'Roff', 'C++', 'SmPL', 'Go', 'CSS', 'Batchfile', 'Rust', 'Emacs Lisp', 'PowerShell', 'ReScript']",2008-07-23T14:21:26Z,2025-03-03T18:35:39Z
ChatGPT,53649,6058,53649,805,Rust,"['Rust', 'TypeScript', 'JavaScript', 'HTML', 'CSS']",2022-12-07T09:43:02Z,2025-03-03T20:49:07Z
Real-Time-Voice-Cloning,53631,8898,53631,219,Python,['Python'],2019-05-26T08:56:15Z,2025-03-03T21:34:19Z
traefik,53484,5252,53484,647,Go,"['Go', 'Vue', 'JavaScript', 'Shell', 'SCSS', 'Makefile', 'HTML', 'Dockerfile']",2015-09-13T19:04:02Z,2025-03-03T21:41:45Z
faceswap,53381,13336,53381,36,Python,"['Python', 'Shell', 'NSIS']",2017-12-19T09:44:13Z,2025-03-03T20:04:22Z
gpt-engineer,53215,6954,53215,33,Python,"['Python', 'Makefile', 'HTML', 'Dockerfile', 'Shell']",2023-04-29T12:52:15Z,2025-03-03T21:36:01Z
Stirling-PDF,53031,4365,53031,215,Java,"['Java', 'HTML', 'JavaScript', 'CSS', 'Rich Text Format', 'Python', 'Shell', 'Gherkin', 'Dockerfile']",2023-01-27T18:22:42Z,2025-03-03T21:06:19Z
weekly,52869,3141,52869,4988,,[],2018-10-13T12:36:07Z,2025-03-03T17:56:08Z
drawio-desktop,52826,5159,52826,68,JavaScript,"['JavaScript', 'Shell']",2017-05-25T20:58:42Z,2025-03-03T21:48:24Z
normalize.css,52813,10622,52813,82,CSS,['CSS'],2011-05-04T10:20:25Z,2025-03-03T08:38:40Z
openpilot,52777,9500,52777,140,Python,"['Python', 'C++', 'C', ""Cap'n Proto"", 'Shell', 'Jupyter Notebook', 'HTML', 'Cython', 'Kaitai Struct', 'JavaScript', 'CSS']",2016-11-24T01:33:30Z,2025-03-03T20:58:48Z
yolov5,52661,16727,52661,229,Python,"['Python', 'Shell', 'Dockerfile']",2020-05-18T03:45:11Z,2025-03-03T21:35:28Z
requests,52562,9391,52562,271,Python,"['Python', 'Makefile']",2011-02-13T18:38:17Z,2025-03-03T19:01:16Z
nocodb,52509,3653,52509,640,TypeScript,"['TypeScript', 'Vue', 'JavaScript', 'PLpgSQL', 'Shell', 'SCSS', 'CSS', 'Nix', 'TSQL', 'Dockerfile', 'Smarty']",2017-10-29T18:51:48Z,2025-03-03T21:11:29Z
mkcert,52491,2757,52491,150,Go,['Go'],2018-06-25T05:33:03Z,2025-03-03T19:05:52Z
hackingtool,51769,5583,51769,56,Python,"['Python', 'Shell', 'Dockerfile']",2020-04-11T09:21:31Z,2025-03-03T21:24:15Z
awesome-android-ui,51692,10221,51692,33,,[],2014-12-24T01:45:03Z,2025-03-03T20:31:48Z
ionic-framework,51492,13483,51492,579,TypeScript,"['TypeScript', 'HTML', 'SCSS', 'JavaScript', 'Vue', 'CSS', 'Shell', 'Java', 'Dockerfile']",2013-08-20T23:06:02Z,2025-03-03T19:57:24Z
bat,51393,1284,51393,349,Rust,"['Rust', 'Python', 'Shell', 'Batchfile']",2018-04-21T10:52:23Z,2025-03-03T20:32:50Z
project-layout,51234,5264,51234,90,Makefile,['Makefile'],2017-09-09T16:33:26Z,2025-03-03T21:29:49Z
Magisk,51219,13302,51219,38,C++,"['C++', 'Kotlin', 'Rust', 'Java', 'Shell', 'Python', 'Makefile', 'C', 'AIDL']",2016-09-08T12:42:53Z,2025-03-03T21:26:30Z
material-design-icons,51174,9630,51174,344,,[],2014-10-08T18:01:28Z,2025-03-03T20:00:01Z
Semantic-UI,51158,4932,51158,1077,JavaScript,"['JavaScript', 'Less', 'HTML']",2013-04-08T23:32:04Z,2025-03-03T20:46:50Z
rich,51012,1792,51012,267,Python,"['Python', 'Batchfile', 'Makefile']",2019-11-10T15:28:09Z,2025-03-03T21:29:45Z
anime,50955,3706,50955,234,JavaScript,['JavaScript'],2016-03-13T21:37:45Z,2025-03-03T16:59:50Z
ripgrep,50781,2073,50781,165,Rust,"['Rust', 'Python', 'Shell', 'Roff', 'Ruby']",2016-03-11T02:02:33Z,2025-03-03T21:02:28Z
pi-hole,50715,2766,50715,51,Shell,"['Shell', 'Python', 'Roff', 'Dockerfile']",2014-06-08T15:02:55Z,2025-03-03T21:35:06Z
zustand,50626,1599,50626,7,TypeScript,"['TypeScript', 'JavaScript']",2019-04-09T09:10:06Z,2025-03-03T18:01:28Z
guava,50560,10964,50560,717,Java,"['Java', 'CSS', 'Shell', 'JavaScript', 'HTML']",2014-05-29T16:23:17Z,2025-03-03T19:30:29Z
minio,50512,5687,50512,38,Go,"['Go', 'Shell', 'Makefile', 'Mustache', 'Smarty', 'Dockerfile']",2015-01-14T19:23:58Z,2025-03-03T20:46:03Z
uBlock,50210,3302,50210,14,JavaScript,"['JavaScript', 'CSS', 'HTML', 'WebAssembly', 'Shell', 'Python', 'Makefile']",2015-04-01T17:51:11Z,2025-03-03T21:52:31Z
grok-1,50195,8365,50195,116,Python,['Python'],2024-03-17T08:53:38Z,2025-03-03T20:08:39Z
langflow,50173,5497,50173,797,Python,"['Python', 'JavaScript', 'TypeScript', 'CSS', 'Dockerfile', 'Makefile', 'Shell', 'HTML', 'Mako']",2023-02-08T22:28:03Z,2025-03-03T21:43:57Z
kotlin,50093,5860,50093,174,Kotlin,"['Kotlin', 'Java', 'Swift', 'C', 'C++', 'Objective-C++', 'Python', 'JavaScript', 'Shell', 'Objective-C', 'Lex', 'Batchfile', 'Ruby', 'Dockerfile', 'Groovy', 'CSS', 'EJS', 'CMake', 'Puppet', 'HTML', 'FreeMarker', 'Roff', 'Scala']",2012-02-13T17:29:58Z,2025-03-03T20:18:03Z
prettier,50052,4469,50052,1446,JavaScript,"['JavaScript', 'TypeScript', 'HTML', 'CSS', 'SCSS', 'Less', 'Vue', 'Handlebars', 'MDX', 'Shell']",2016-11-29T17:13:37Z,2025-03-03T18:04:36Z
pdf.js,49928,10179,49928,416,JavaScript,"['JavaScript', 'Fluent', 'CSS', 'HTML', 'TypeScript']",2011-04-26T06:32:03Z,2025-03-03T20:05:13Z
Docker-OSX,49841,2790,49841,391,Shell,"['Shell', 'Dockerfile', 'Python', 'Mustache']",2020-06-04T11:01:37Z,2025-03-03T19:44:56Z
github-cheat-sheet,49756,5289,49756,39,,[],2014-04-12T16:38:42Z,2025-03-03T20:31:46Z
dive,49695,1857,49695,209,Go,"['Go', 'Makefile', 'Dockerfile']",2018-05-13T15:44:01Z,2025-03-03T21:33:58Z
jekyll,49681,10066,49681,207,Ruby,"['Ruby', 'Gherkin', 'JavaScript', 'HTML', 'Shell', 'Dockerfile', 'Earthly', 'CSS', 'SCSS', 'CoffeeScript', 'Hack']",2008-10-20T06:29:03Z,2025-03-03T19:54:03Z
bulma,49618,3952,49618,493,CSS,"['CSS', 'SCSS', 'JavaScript', 'Shell', 'Sass']",2016-01-23T23:48:34Z,2025-03-03T19:29:02Z
meilisearch,49538,1940,49538,207,Rust,"['Rust', 'Shell', 'Dockerfile', 'RenderScript']",2018-04-23T11:45:28Z,2025-03-03T21:30:16Z
astro,49495,2640,49495,177,TypeScript,"['TypeScript', 'JavaScript', 'Astro', 'CSS', 'Vue', 'Svelte', 'MDX', 'Shell', 'Dockerfile', 'Roff', 'SCSS']",2021-03-15T17:19:47Z,2025-03-03T20:56:32Z
clash-verge-rev,49307,3855,49307,192,TypeScript,"['TypeScript', 'Rust', 'JavaScript', 'NSIS', 'SCSS', 'Shell', 'HTML']",2023-11-21T18:24:03Z,2025-03-03T20:37:41Z
DefinitelyTyped,49307,30338,49307,712,TypeScript,"['TypeScript', 'JavaScript', 'Shell']",2012-10-05T16:39:45Z,2025-03-03T21:31:15Z
rclone,49133,4368,49133,1097,Go,"['Go', 'Shell', 'HTML', 'Python', 'JavaScript', 'Makefile', 'Dockerfile', 'C', 'PHP', 'Batchfile']",2014-03-16T16:19:57Z,2025-03-03T21:40:17Z
segment-anything,49121,5797,49121,568,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'Shell']",2023-03-23T17:03:03Z,2025-03-03T21:50:02Z
core,49013,8524,49013,998,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'Vue', 'CSS']",2018-06-12T13:49:36Z,2025-03-03T18:25:57Z
awesome-rust,49012,2860,49012,11,Rust,['Rust'],2014-07-17T10:45:10Z,2025-03-03T21:38:58Z
